涨停日期,股票代码,股票名称,涨停情况,开盘价(元),竞价涨幅,竞价成交量(手),竞价金额(元),竞价金额与昨日成交金额占比,收盘价(元),今日涨幅
2023-11-21,600189.SH,泉阳泉,首板,11.3,0.98,8307,9386910,2.00%,11.74,4.92
2023-11-21,603725.SH,天安新材,首板,11.3,0.8,3492,3945960,3.00%,10.96,-2.23
2023-11-21,001339.SZ,智微智能,首板,28.35,0.75,5091,14432985,6.00%,27.58,-1.99
2023-11-21,002548.SZ,金新农,首板,6.88,0.58,10427,7173776,2.00%,6.73,-1.61
2023-11-21,000681.SZ,视觉中国,首板,17.15,0.41,48476,83136340,8.00%,16.82,-1.52
2023-11-21,000955.SZ,欣龙控股,首板,5.59,0.36,13502,7547618,3.00%,5.53,-0.72
2023-11-21,000571.SZ,新大洲A,首板,3.05,0.33,37931,11568955,7.00%,2.9,-4.61
2023-11-21,002520.SZ,日发精机,首板,6.72,0.15,42322,28440384,5.00%,6.91,2.98
2023-11-21,600329.SH,达仁堂,首板,33.98,0.03,3785,12861430,2.00%,34.12,0.44
2023-11-21,600476.SH,湘邮科技,4天2板,20.42,0.0,11193,22856106,5.00%,20.58,0.78
2023-11-21,603667.SH,五洲新春,首板,24.25,-0.66,5770,13992250,2.00%,22.72,-6.92
2023-11-21,603278.SH,大业股份,首板,14.52,-1.16,10745,15601740,2.00%,13.55,-7.76
2023-11-21,002173.SZ,创新医疗,首板,10.31,-1.53,25260,26043060,3.00%,10.03,-4.2
2023-11-21,002971.SZ,和远气体,首板,29.45,-1.6,2163,6370035,2.00%,30.17,0.8
2023-11-21,603991.SH,至正股份,9天5板,60.3,-2.32,1825,11004750,1.00%,55.56,-10.0
2023-11-21,300210.CY,森远股份,首板,10.34,-4.08,27249,28175466,2.00%,9.13,-15.31
2023-11-21,688496.KC,清越科技,首板,19.9,-4.14,4640,9235012,2.00%,18.81,-9.39
2023-11-21,002725.SZ,跃岭股份,4天3板,13.22,-4.76,25809,34119498,3.00%,15.27,10.01
2023-11-21,603002.SH,宏昌电子,5天4板,7.79,-5.23,36598,28509842,2.00%,8.45,2.8
2023-11-22,000006.SZ,深振业A,首板,5.46,10.08,51503,28120638,12.00%,5.46,10.08
2023-11-22,600159.SH,大龙地产,2天2板,4.37,10.08,65085,28442145,12.00%,4.37,10.08
2023-11-22,603488.SH,展鹏科技,3天3板,11.84,10.04,946,1120064,23.00%,11.84,10.04
2023-11-22,603499.SH,翔港科技,首板,11.95,10.04,11600,13862000,23.00%,11.95,10.04
2023-11-22,002561.SZ,徐家汇,首板,10.85,10.04,49838,54074230,15.00%,10.85,10.04
2023-11-22,603598.SH,引力传媒,4天4板,17.71,10.0,4602,8150142,4.00%,17.71,10.0
2023-11-22,603586.SH,金麒麟,2天2板,21.38,9.98,38152,81568976,78.00%,21.38,9.98
2023-11-22,603178.SH,圣龙股份,3天3板,50.43,9.97,34641,174694563,22.00%,50.45,10.01
2023-11-22,603663.SH,三祥新材,2天2板,12.9,9.97,37402,48248580,20.00%,12.9,9.97
2023-11-22,600658.SH,电子城,2天2板,6.2,9.93,100528,62327360,54.00%,5.39,-4.43
2023-11-22,600053.SH,九鼎投资,首板,15.73,9.92,13310,20936630,26.00%,15.74,9.99
2023-11-22,000863.SZ,三湘印象,2天2板,5.1,9.91,12995,6627450,13.00%,5.1,9.91
2023-11-22,000058.SZ,深赛格,首板,9.35,8.47,64776,60565560,14.00%,9.48,9.98
2023-11-22,000710.SZ,贝瑞基因,2天2板,14.19,8.4,50026,70986894,12.00%,14.4,10.01
2023-11-22,603021.SH,山东华鹏,2天2板,7.55,6.94,60591,45746205,21.00%,6.72,-4.82
2023-11-22,605218.SH,伟时电子,首板,22.3,6.29,19888,44350240,21.00%,23.08,10.01
2023-11-22,002427.SZ,尤夫股份,首板,6.46,6.25,9667,6244882,15.00%,6.0,-1.32
2023-11-22,603721.SH,中广天择,首板,24.81,6.25,7085,17577885,4.00%,25.69,10.02
2023-11-22,002103.SZ,广博股份,4天4板,9.6,6.19,70919,68082240,7.00%,9.94,9.96
2023-11-22,001278.SZ,一彬科技,2天2板,32.1,5.59,12119,38901990,14.00%,33.44,10.0
2023-11-22,002239.SZ,奥特佳,4天4板,4.3,5.39,344723,148230890,24.00%,3.74,-8.33
2023-11-22,001260.SZ,坤泰股份,首板,26.3,5.2,6449,16960870,12.00%,27.5,10.0
2023-11-22,603992.SH,松霖科技,首板,20.0,4.88,1569,3138000,4.00%,18.35,-3.78
2023-11-22,001300.SZ,三柏硕,8天8板,27.0,4.73,20402,55085400,7.00%,28.36,10.01
2023-11-22,600281.SH,华阳新材,首板,5.15,4.67,10163,5233945,6.00%,5.41,9.96
2023-11-22,600113.SH,浙江东日,首板,9.14,2.81,10251,9369414,5.00%,9.34,5.06
2023-11-22,603615.SH,茶花股份,首板,15.43,2.32,3128,4826504,2.00%,14.78,-1.99
2023-11-22,300204.CY,舒泰神,首板,12.99,1.96,17962,23332638,7.00%,12.4,-2.67
2023-11-22,300288.CY,朗玛信息,首板,20.01,1.47,28742,57512742,20.00%,20.79,5.43
2023-11-22,603838.SH,四通股份,4天4板,9.9,1.43,18697,18510030,18.00%,9.78,0.2
2023-11-22,002647.SZ,仁东控股,首板,6.9,1.32,39429,27206010,9.00%,6.83,0.29
2023-11-22,002892.SZ,科力尔,3天3板,20.21,1.2,36703,74176763,3.00%,19.18,-3.96
2023-11-22,603013.SH,亚普股份,3天2板,20.88,0.97,9724,20303712,4.00%,19.98,-3.38
2023-11-22,002195.SZ,岩山科技,2天2板,3.87,0.0,429701,166294287,7.00%,3.61,-6.72
2023-11-22,002559.SZ,亚威股份,4天4板,12.79,0.0,159138,203537502,16.00%,14.07,10.01
2023-11-22,002400.SZ,省广集团,4天3板,7.38,0.0,110208,81333504,3.00%,7.11,-3.66
2023-11-22,002067.SZ,景兴纸业,首板,3.77,0.0,107816,40646632,11.00%,3.64,-3.45
2023-11-22,600792.SH,云煤能源,首板,5.76,0.0,21283,12259008,2.00%,5.81,0.87
2023-11-22,600172.SH,黄河旋风,2天2板,4.48,-0.44,78654,35236992,3.00%,4.36,-3.11
2023-11-22,000609.SZ,中迪投资,首板,6.99,-0.71,27534,19246266,4.00%,6.82,-3.12
2023-11-22,001368.SZ,通达创智,首板,29.68,-0.87,2753,8170904,2.00%,28.9,-3.47
2023-11-22,603527.SH,众源新材,首板,11.84,-1.0,4215,4990560,3.00%,12.12,1.34
2023-11-22,600455.SH,博通股份,2天2板,29.31,-1.01,8435,24722985,8.00%,27.1,-8.48
2023-11-22,000656.SZ,金科股份,首板,1.72,-1.15,199472,34309184,2.00%,1.67,-4.02
2023-11-22,002786.SZ,银宝山新,8天8板,16.0,-1.54,59681,95489600,50.00%,14.63,-9.97
2023-11-22,002146.SZ,荣盛发展,首板,2.0,-1.96,184086,36817200,5.00%,1.98,-2.94
2023-11-22,000676.SZ,智度股份,首板,9.71,-2.12,72183,70089693,3.00%,9.83,-0.91
2023-11-22,002866.SZ,传艺科技,首板,23.3,-4.27,7069,16470770,2.00%,23.85,-2.01
2023-11-22,688238.KC,和元生物,首板,11.71,-4.95,13101,15341973,3.00%,11.24,-8.77
2023-11-22,301205.CY,联特科技,首板,89.5,-5.01,2709,24245550,2.00%,102.5,8.79
2023-11-22,003032.SZ,传智教育,首板,19.67,-6.15,29319,57670473,3.00%,18.86,-10.02
2023-11-22,002725.SZ,跃岭股份,5天4板,14.0,-8.32,21367,29913800,2.00%,13.75,-9.95
2023-11-23,002712.SZ,思美传媒,首板,8.35,10.01,19054,15910090,9.00%,8.34,9.88
2023-11-23,603178.SH,圣龙股份,4天4板,55.5,10.01,13995,77672250,7.00%,47.6,-5.65
2023-11-23,000710.SZ,贝瑞基因,3天3板,15.84,10.0,51363,81358992,33.00%,13.05,-9.38
2023-11-23,603598.SH,引力传媒,5天5板,19.48,9.99,6069,11822412,31.00%,19.48,9.99
2023-11-23,605577.SH,龙版传媒,首板,18.27,9.99,25697,46948419,13.00%,18.27,9.99
2023-11-23,002137.SZ,实益达,首板,8.82,9.98,63457,55969074,7.00%,8.82,9.98
2023-11-23,603488.SH,展鹏科技,4天4板,13.02,9.97,50034,65144268,474.00%,11.15,-5.83
2023-11-23,600053.SH,九鼎投资,2天2板,17.31,9.97,27054,46830474,51.00%,17.31,9.97
2023-11-23,000518.SZ,四环生物,首板,3.77,9.91,56748,21393996,15.00%,3.77,9.91
2023-11-23,001300.SZ,三柏硕,9天9板,31.1,9.66,39182,121856020,13.00%,25.52,-10.01
2023-11-23,600287.SH,江苏舜天,首板,6.82,8.08,20936,14278352,13.00%,6.94,9.98
2023-11-23,605218.SH,伟时电子,2天2板,24.9,7.89,14165,35270850,20.00%,25.39,10.01
2023-11-23,001278.SZ,一彬科技,3天3板,35.69,6.73,14309,51068821,10.00%,31.45,-5.95
2023-11-23,002855.SZ,捷荣技术,首板,41.99,6.55,16888,70912712,5.00%,37.94,-3.73
2023-11-23,605179.SH,一鸣食品,首板,14.75,6.42,9154,13502150,15.00%,13.99,0.94
2023-11-23,300210.CY,森远股份,3天2板,11.6,5.84,32912,38177920,4.00%,11.23,2.46
2023-11-23,600689.SH,上海三毛,4天2板,13.85,5.81,21423,29670855,9.00%,12.78,-2.37
2023-11-23,600830.SH,香溢融通,首板,7.64,5.67,16154,12341656,8.00%,7.12,-1.52
2023-11-23,002888.SZ,惠威科技,首板,19.57,5.33,28076,54944732,15.00%,20.44,10.01
2023-11-23,603273.SH,天元智能,首板,31.88,4.73,14394,45888072,8.00%,33.48,9.99
2023-11-23,603499.SH,翔港科技,2天2板,12.49,4.52,9655,12059095,19.00%,12.88,7.78
2023-11-23,600159.SH,大龙地产,3天3板,4.55,4.12,93455,42522025,59.00%,4.81,10.07
2023-11-23,000863.SZ,三湘印象,3天3板,5.3,3.92,186881,99046930,177.00%,4.59,-10.0
2023-11-23,002238.SZ,天威视讯,15天10板,16.86,3.82,59665,100595190,9.00%,15.01,-7.57
2023-11-23,000925.SZ,众合科技,首板,10.8,2.56,90441,97676280,10.00%,10.61,0.76
2023-11-23,001376.SZ,百通能源,首板,31.0,2.48,15725,48747500,7.00%,30.0,-0.83
2023-11-23,603721.SH,中广天择,2天2板,26.0,1.21,12218,31766800,8.00%,23.6,-8.14
2023-11-23,002559.SZ,亚威股份,5天5板,14.1,0.21,81213,114510330,5.00%,12.66,-10.02
2023-11-23,603663.SH,三祥新材,3天3板,12.92,0.16,87822,113466024,67.00%,11.61,-10.0
2023-11-23,603090.SH,宏盛股份,首板,24.7,0.08,2915,7200050,4.00%,23.29,-5.63
2023-11-23,002183.SZ,怡亚通,首板,4.94,0.0,59611,29447834,7.00%,4.87,-1.42
2023-11-23,000892.SZ,欢瑞世纪,首板,4.83,0.0,51719,24980277,5.00%,4.49,-7.04
2023-11-23,601929.SH,吉视传媒,首板,2.2,0.0,201364,44300080,5.00%,2.21,0.45
2023-11-23,001260.SZ,坤泰股份,2天2板,27.41,-0.33,8818,24170138,5.00%,24.9,-9.45
2023-11-23,600667.SH,太极实业,4天2板,8.4,-1.18,81343,68328120,2.00%,8.25,-2.94
2023-11-23,603929.SH,亚翔集成,首板,27.9,-1.27,4260,11885400,1.00%,26.32,-6.86
2023-11-23,001282.SZ,三联锻造,首板,42.19,-2.16,3659,15437321,3.00%,40.53,-6.01
2023-11-23,002561.SZ,徐家汇,2天2板,10.58,-2.49,33104,35024032,9.00%,10.0,-7.83
2023-11-23,603065.SH,宿迁联盛,首板,15.86,-2.52,7001,11103586,4.00%,15.24,-6.33
2023-11-23,002369.SZ,卓翼科技,首板,6.82,-2.71,37092,25296744,3.00%,7.05,0.57
2023-11-23,000006.SZ,深振业A,2天2板,5.3,-2.93,144749,76716970,64.00%,5.05,-7.51
2023-11-23,002528.SZ,英飞拓,首板,9.3,-3.83,76799,71423070,11.00%,9.51,-1.65
2023-11-23,600281.SH,华阳新材,2天2板,5.18,-4.25,18614,9642052,2.00%,4.87,-9.98
2023-11-23,600506.SH,统一股份,10天7板,16.8,-4.71,13786,23160480,2.00%,15.87,-9.98
2023-11-23,603586.SH,金麒麟,3天3板,20.36,-4.77,13392,27266112,4.00%,19.24,-10.01
2023-11-23,603388.SH,元成股份,首板,11.0,-5.09,21396,23535600,2.00%,10.43,-10.01
2023-11-23,000058.SZ,深赛格,2天2板,8.92,-5.91,59963,53486996,9.00%,8.53,-10.02
2023-11-23,301262.CY,海看股份,首板,40.0,-6.52,6979,27916000,3.00%,38.0,-11.19
2023-11-23,002103.SZ,广博股份,5天5板,8.95,-9.96,70537,63130615,4.00%,8.95,-9.96
2023-11-23,301091.CY,深城交,首板,27.86,-12.06,12914,35978404,3.00%,29.0,-8.46
2023-11-24,301111.CY,粤万年青,首板,27.88,12.06,11596,32329648,17.00%,29.86,20.02
2023-11-24,000518.SZ,四环生物,2天2板,4.15,10.08,29520,12250800,15.00%,4.15,10.08
2023-11-24,000670.SZ,盈方微,首板,8.75,10.06,7860,6877500,19.00%,8.75,10.06
2023-11-24,002416.SZ,爱施德,首板,10.09,10.03,205989,207842901,205.00%,9.33,1.74
2023-11-24,600178.SH,东安动力,首板,9.44,10.02,72826,68747744,27.00%,9.44,10.02
2023-11-24,603286.SH,日盈电子,首板,28.35,10.01,2993,8485155,3.00%,28.35,10.01
2023-11-24,002331.SZ,皖通科技,首板,10.11,10.01,31385,31730235,7.00%,10.11,10.01
2023-11-24,600159.SH,大龙地产,4天4板,5.29,9.98,93809,49624961,6.00%,4.63,-3.74
2023-11-24,002137.SZ,实益达,2天2板,9.5,7.71,140346,133328700,16.00%,8.85,0.34
2023-11-24,300552.CY,万集科技,4天2板,38.58,7.32,16274,62785092,5.00%,37.68,4.81
2023-11-24,600287.SH,江苏舜天,2天2板,7.4,6.63,26892,19900080,8.00%,6.49,-6.48
2023-11-24,605577.SH,龙版传媒,2天2板,19.3,5.64,17034,32875620,6.00%,20.1,10.02
2023-11-24,603297.SH,永新光学,首板,106.32,4.9,725,7708200,4.00%,101.7,0.35
2023-11-24,002275.SZ,桂林三金,首板,17.4,4.32,17667,30740580,19.00%,18.08,8.39
2023-11-24,600513.SH,联环药业,首板,12.4,4.2,22985,28501400,6.00%,13.09,10.0
2023-11-24,605218.SH,伟时电子,3天3板,26.3,3.58,15774,41485620,6.00%,27.93,10.0
2023-11-24,000656.SZ,金科股份,3天2板,1.9,3.26,265642,50471980,4.00%,1.93,4.89
2023-11-24,600960.SH,渤海汽车,首板,4.79,3.01,44356,21246524,6.00%,4.69,0.86
2023-11-24,002885.SZ,京泉华,首板,20.41,2.51,10699,21836659,8.00%,19.86,-0.25
2023-11-24,002917.SZ,金奥博,首板,11.06,2.31,12830,14189980,8.00%,10.73,-0.74
2023-11-24,600288.SH,大恒科技,首板,12.94,2.05,11921,15425774,3.00%,13.0,2.52
2023-11-24,001311.SZ,多利科技,首板,58.22,1.98,1369,7970318,2.00%,54.9,-3.84
2023-11-24,603598.SH,引力传媒,6天6板,19.85,1.9,46287,91879695,6.00%,17.53,-10.01
2023-11-24,002341.SZ,新纶新材,首板,4.25,1.67,57504,24439200,5.00%,4.06,-2.87
2023-11-24,002406.SZ,远东传动,首板,8.25,1.6,50890,41984250,4.00%,7.85,-3.33
2023-11-24,002906.SZ,华阳集团,首板,35.88,1.13,8296,29766048,3.00%,35.45,-0.08
2023-11-24,600698.SH,湖南天雁,首板,5.67,0.89,57632,32677344,6.00%,5.55,-1.25
2023-11-24,600107.SH,美尔雅,首板,6.43,0.78,10972,7054996,5.00%,6.22,-2.51
2023-11-24,605020.SH,永和股份,首板,26.1,0.38,2866,7480260,5.00%,26.64,2.46
2023-11-24,000536.SZ,华映科技,首板,4.33,0.23,153457,66446881,3.00%,4.5,4.17
2023-11-24,600053.SH,九鼎投资,3天3板,17.27,-0.23,16594,28657838,5.00%,19.04,9.99
2023-11-24,002691.SZ,冀凯股份,首板,7.16,-0.42,7349,5261884,7.00%,6.91,-3.89
2023-11-24,300462.CY,华铭智能,首板,13.8,-1.29,9102,12560760,6.00%,13.23,-5.36
2023-11-24,002888.SZ,惠威科技,2天2板,20.0,-2.15,13694,27388000,17.00%,22.48,9.98
2023-11-24,002861.SZ,瀛通通讯,首板,14.0,-2.17,5178,7249200,6.00%,13.84,-3.28
2023-11-24,000766.SZ,通化金马,首板,15.92,-2.33,23170,36886640,2.00%,17.93,10.0
2023-11-24,603273.SH,天元智能,2天2板,32.59,-2.66,10737,34991883,4.00%,30.13,-10.01
2023-11-24,000829.SZ,天音控股,首板,12.55,-4.71,37627,47221885,2.00%,11.85,-10.02
2023-11-24,603029.SH,天鹅股份,首板,21.41,-5.93,5069,10852729,5.00%,22.18,-2.55
